"name","name_long","Estimate","CI_low","CI_high","mean","se_mean","sd","Rhat","Contact_type"
"B_tri[1]","dur_cat_10",0.133870791910269,0.12769417826088,0.140154140392534,-2.01088018368477,0.000302996104544709,0.0234814076699372,1.0000935075286,"All contacts"
"B_tri[2]","dur_cat_10_59",0.371247740094036,0.354638771164332,0.38809762528799,-0.990885676172546,0.000294590899973064,0.0229429276274788,1.00014995035725,"All contacts"
"sigma0_loc","sigma0_loc",1.72558810954313,1.49431151026713,2.0595831036427,0.54556792544733,0.00203871989430038,0.0805722565607369,1.00621010050426,"All contacts"
"sigma0_hh","sigma0_hh",1.56232021487301,1.12378221313157,1.92862991892893,0.446172033526951,0.0663802546483916,0.144101104537002,1.5648507404982,"All contacts"
"sigma0_part","sigma0_part",7.15994327385169,6.6091560547162,7.80987348894561,1.96850205829476,0.0103868384739887,0.042697976106832,1.11210128887912,"All contacts"
"sigma0_rd","sigma0_rd",1.41124484801184,1.12136658451695,3.04808705531078,0.344472185819158,0.00848680454305057,0.28564257362527,1.00655700684009,"All contacts"
"B_tri[1]","dur_cat_10",0.262990097825059,0.234004369296228,0.294447123429088,-1.33563889836847,0.000845630377771243,0.0582942227975622,0.999381843765065,"Extra-household contacts"
"B_tri[2]","dur_cat_10_59",0.566971625704776,0.50501312131835,0.635067041633476,-0.56744601935529,0.000865376792108363,0.0581980001029795,0.999693483613276,"Extra-household contacts"
"sigma0_loc","sigma0_loc",1.54233243373543,1.20961241348504,1.97838621975857,0.433295837985845,0.00542364766410902,0.12356714492288,1.00630007672535,"Extra-household contacts"
"sigma0_hh","sigma0_hh",1.5968092569422,1.09277653288888,2.31137602257914,0.468007423741502,0.0683051357777678,0.205150773088934,1.67488347226265,"Extra-household contacts"
"sigma0_part","sigma0_part",13.4749369194332,11.4461066289974,15.9898367024952,2.60083143548045,0.00878740656878237,0.0846937099874698,1.05693167679228,"Extra-household contacts"
"sigma0_rd","sigma0_rd",3.78147724876743,1.54620525915639,64.3953035010466,1.33011473983874,0.0715491389391635,1.04119479688279,1.02232157920777,"Extra-household contacts"
