"name","name_long","Estimate","CI_low","CI_high","mean","se_mean","sd","Rhat","Contact_type"
"B_tri[1]","shared_dur",3.89952192610154,3.76140612608485,4.04051056199159,1.3608539625708,0.000229978358596548,0.018351983606413,0.999434089109971,"All contacts"
"sigma0_loc","sigma0_loc",1.74247251359241,1.5134355184948,2.0846821328866,0.555305089406127,0.00201140008695508,0.0839532774961854,1.00037199527593,"All contacts"
"sigma0_hh","sigma0_hh",1.6567955046143,1.38785963149513,1.98627070045244,0.504885317801438,0.0152222887643992,0.0924184953474189,1.06072789375503,"All contacts"
"sigma0_part","sigma0_part",7.17518336759911,6.62907588503603,7.76258150710554,1.97062831777893,0.00258067612139954,0.0400223268805872,1.01140010274479,"All contacts"
"sigma0_rd","sigma0_rd",1.35539282268929,1.10041907200525,2.84856325828988,0.304091318360785,0.0101802469675834,0.283284705803989,1.00219172951467,"All contacts"
"B_tri[1]","shared_dur",2.13453864956478,1.94732812264582,2.34341070638319,0.758250534133127,0.00082864935580292,0.0471696566987553,1.00032514267532,"Extra-household contacts"
"sigma0_loc","sigma0_loc",1.57615321941957,1.26573663645002,1.97832825819078,0.454987207153979,0.00465738749239157,0.112771143769825,1.00771562187072,"Extra-household contacts"
"sigma0_hh","sigma0_hh",1.55199860678307,1.03446651376276,2.57705287784114,0.439543524069304,0.15044397612183,0.265064562889055,2.10565684257643,"Extra-household contacts"
"sigma0_part","sigma0_part",13.1238216524352,11.0511233883881,15.6946257388412,2.57442902558524,0.018373990138476,0.090661050055738,1.09588151550205,"Extra-household contacts"
"sigma0_rd","sigma0_rd",3.63055652618933,1.48191945607833,88.5429621674943,1.28938594952534,0.090453136738851,1.08113553995819,1.02928128220818,"Extra-household contacts"
