"name","name_long","Estimate","CI_low","CI_high","mean","se_mean","sd","Rhat","Contact_type"
"B_tri[1]","HH_Num_Memb_1_3",0.59044230179871,0.541511174019676,0.642503432077356,-0.526883358874511,0.000543049633040079,0.0438092273382396,0.999742745548167,"All contacts"
"B_tri[2]","HH_Num_Memb_7_9",1.1242953945456,1.03945819152955,1.21405310578405,0.11715652347914,0.000528617814261971,0.0386319662688127,0.999385165950752,"All contacts"
"B_tri[3]","HH_Num_Memb_10",0.850523650982533,0.723121000199233,0.998973908001243,-0.161903059205372,0.00111217493144295,0.0834176325310968,1.00056226805344,"All contacts"
"sigma0_loc","sigma0_loc",1.7411201981908,1.50065697436418,2.08017230837419,0.554528698144907,0.00177831079524285,0.0826348786746176,1.00085559868886,"All contacts"
"sigma0_hh","sigma0_hh",1.73898714094402,1.49943293152436,2.01706070935313,0.553302840833027,0.00894372957674274,0.0772513518283788,1.06369598337527,"All contacts"
"sigma0_part","sigma0_part",7.36398567019223,6.81568737909398,7.9726389968054,1.99660131744176,0.00148630660972261,0.039835621666183,1.00509713674687,"All contacts"
"sigma0_rd","sigma0_rd",1.34051034213515,1.09936338060953,2.48942779299356,0.293050393796639,0.00752610799735347,0.253852118965364,1.00103401672887,"All contacts"
"B_tri[1]","HH_Num_Memb_1_3",1.10140264649575,0.893943540488412,1.36508659892646,0.0965845006904179,0.00245604984525705,0.107561036849927,1.00227377128611,"Extra-household contacts"
"B_tri[2]","HH_Num_Memb_7_9",1.11665606718457,0.826698911285263,1.48568536178879,0.110338565050293,0.00315048405764618,0.148833460283048,1.00588639569649,"Extra-household contacts"
"B_tri[3]","HH_Num_Memb_10",1.34649789092819,0.641008746028887,2.77828624397814,0.297507066932004,0.00919347583223987,0.371929455705937,1.00370998373502,"Extra-household contacts"
"sigma0_loc","sigma0_loc",1.58190312875612,1.26874422921874,2.019409381833,0.458628634067408,0.00581354969660378,0.117592096653819,1.01559124801448,"Extra-household contacts"
"sigma0_hh","sigma0_hh",1.56367421507449,1.09043849494948,2.68301712330895,0.447038318043126,0.0901567364510872,0.234967618456428,1.69182212180146,"Extra-household contacts"
"sigma0_part","sigma0_part",13.7867811222046,11.6392326753183,16.2966730118435,2.62371024339832,0.00963280997449445,0.0861931508773584,1.06287071449042,"Extra-household contacts"
"sigma0_rd","sigma0_rd",3.03233994514226,1.46529651415978,27.6501666110271,1.10933458060549,0.0258989549684024,0.804630269619996,1.01135498766854,"Extra-household contacts"
