"name","name_long","Estimate","CI_low","CI_high","mean","se_mean","sd","Rhat","Contact_type"
"B_tri[1]","occ_cat_student",1.64777667027842,1.37134706483281,1.97849261773443,0.499426906696454,0.00166965982206001,0.0919708239139968,0.999722593985585,"All contacts"
"B_tri[2]","occ_cat_other",3.47973205311433,3.25802370714618,3.71163058217858,1.24695529459051,0.000425907004217485,0.0336209145129381,0.999604690995989,"All contacts"
"sigma0_loc","sigma0_loc",1.86189206568245,1.59850795901277,2.24872566383325,0.621593210301718,0.00174456576276003,0.0886026078423617,0.999822961149443,"All contacts"
"sigma0_hh","sigma0_hh",1.7816484296737,1.52529112278411,2.03951762553138,0.577539019839035,0.00752509136055058,0.0741644970235748,1.04281572425661,"All contacts"
"sigma0_part","sigma0_part",6.49341377608377,6.02986349903817,7.00316490332045,1.87078839798347,0.00131144181561606,0.0385267687340101,1.00208134446531,"All contacts"
"sigma0_rd","sigma0_rd",1.31821125033686,1.09097673458404,2.44561714377618,0.27627570422065,0.00975759221840119,0.30160406210153,1.00670159687097,"All contacts"
"B_tri[1]","occ_cat_student",9.08747501412128,6.06147452567244,13.6247381273027,2.20689709337814,0.00549112917791776,0.204438597638337,1.00324061588843,"Extra-household contacts"
"B_tri[2]","occ_cat_other",3.77805241547079,3.10404207279183,4.62264175252921,1.32920864285041,0.00181005126517551,0.101069791312164,1.00011507500476,"Extra-household contacts"
"sigma0_loc","sigma0_loc",1.73694948094934,1.42405282708333,2.18358153691029,0.55213040275389,0.00320787996675208,0.109877923815977,1.00230081075826,"Extra-household contacts"
"sigma0_hh","sigma0_hh",1.70956605308422,1.04928779525719,2.61498292196041,0.536239568183294,0.165538044962743,0.273542701251498,2.28917718449614,"Extra-household contacts"
"sigma0_part","sigma0_part",10.9269937321694,9.17060932168913,12.9774737400416,2.39123621697898,0.0283694692726555,0.089832058285355,1.15575709129185,"Extra-household contacts"
"sigma0_rd","sigma0_rd",3.45694437871176,1.46720160544076,73.287225470105,1.24038507134281,0.0703072277201524,1.04717624392899,1.01629305265132,"Extra-household contacts"
