"","name","name_long","Estimate","CI_low","CI_high","mean","se_mean","sd","Rhat","Contact_type"
"1","B_tri[1]","CONTACT_Touch",2.26108304184648,2.17456994791883,2.35393117282055,0.815843920549941,0.000239202202538294,0.0201856222664198,0.999637769486184,"All contacts"
"2","sigma0_loc","sigma0_loc",1.75630326896796,1.50909129415509,2.11095522095157,0.563211184724899,0.00204875095851212,0.086796236633944,1.00003923558631,"All contacts"
"3","sigma0_hh","sigma0_hh",1.69494444214758,1.38587583927004,2.04818608593367,0.527649962801167,0.0288108968603737,0.102591199800941,1.17652146115075,"All contacts"
"4","sigma0_part","sigma0_part",7.59672244760485,6.99910203756659,8.26855674549185,2.02771689738019,0.00418780456832925,0.0430280931907901,1.03239816097625,"All contacts"
"5","sigma0_rd","sigma0_rd",1.37081114359954,1.10410024759949,2.71957284788948,0.315402640252519,0.00794346097894351,0.276735462731761,1.00236649741842,"All contacts"
"6","B_tri[1]","CONTACT_Touch",2.13826012480636,1.87591839314222,2.43174658646111,0.759992472557623,0.000999580264196382,0.0659772371369786,1.00048165007791,"Extra-household contacts"
"7","sigma0_loc","sigma0_loc",1.54002913637495,1.21574164898901,1.9680510183649,0.431801335970554,0.00631287247876332,0.121449761725255,1.00791472709391,"Extra-household contacts"
"8","sigma0_hh","sigma0_hh",1.62832463595264,1.19138688168169,2.24705883679532,0.487551655534568,0.0699223267616779,0.177847930836432,1.40125613357345,"Extra-household contacts"
"9","sigma0_part","sigma0_part",13.4675212778365,11.4026629049025,16.0605859337719,2.6002809555109,0.00575382748348445,0.0858441248093127,1.02659397898162,"Extra-household contacts"
"10","sigma0_rd","sigma0_rd",3.17487360797905,1.50458316895593,25.878214191824,1.15526782304174,0.0357437276612656,0.825586155056653,1.00886181763917,"Extra-household contacts"
