"","name","name_long","Estimate","CI_low","CI_high","mean","se_mean","sd","Rhat","Contact_type"
"1","B_tri[1]","shared_dur",3.98173722977715,3.8376369282025,4.12906571107168,1.3817182139561,0.000237809820744113,0.0185617262019119,0.999876546095682,"All contacts"
"2","sigma0_loc","sigma0_loc",1.77645534902192,1.52757291131859,2.14923114800313,0.574620001922668,0.00187591057318437,0.0874794740067542,1.00080142923048,"All contacts"
"3","sigma0_hh","sigma0_hh",1.67609028935464,1.42257572523092,1.97502722729629,0.516463872538827,0.0101420560590915,0.0859906601055682,1.05660747939102,"All contacts"
"4","sigma0_part","sigma0_part",7.20337634335934,6.65538716994459,7.77164033960524,1.9745498526833,0.00180236671949504,0.0396915723952704,1.00530244023332,"All contacts"
"5","sigma0_rd","sigma0_rd",1.53943436788291,1.10043809835514,12.3750198506617,0.4314150553742,0.148689744324696,0.691878318188603,1.15529928990077,"All contacts"
"6","B_tri[1]","shared_dur",2.23047232725527,2.03269641959407,2.44501226768453,0.802213368988383,0.000633817530620895,0.0469915050459403,1.00013531540328,"Extra-household contacts"
"7","sigma0_loc","sigma0_loc",1.63188920688634,1.30572707458473,2.07856188465917,0.489738366300132,0.00494143335307492,0.116782077517203,1.00262290758178,"Extra-household contacts"
"8","sigma0_hh","sigma0_hh",1.4953966798177,1.09119016152967,2.33432005428338,0.402391509317537,0.14424392965773,0.243640528104773,2.20690007910112,"Extra-household contacts"
"9","sigma0_part","sigma0_part",14.038189949253,11.8388098080119,16.6538022486486,2.64178146929327,0.0197476595095038,0.0872992756122394,1.09054298826309,"Extra-household contacts"
"10","sigma0_rd","sigma0_rd",2.88200982918632,1.41993474576368,28.4229476537031,1.058487908115,0.0443135298074341,0.826519590915343,1.01052828101698,"Extra-household contacts"
