"","name","name_long","Estimate","CI_low","CI_high","mean","se_mean","sd","Rhat","Contact_type"
"1","B_tri[1]","shared_freq",8.69687418219173,8.2722042663691,9.14714078457582,2.16296367169739,0.000371393695611057,0.0262055033374074,1.0000791351073,"All contacts"
"2","sigma0_loc","sigma0_loc",1.71069991356179,1.4799647200323,2.05305823956597,0.536902592948133,0.00172334613321915,0.0831857845546864,1.0002364798595,"All contacts"
"3","sigma0_hh","sigma0_hh",1.78765391566281,1.50656841811974,2.09134007388732,0.580904098543569,0.0123756980127258,0.0841782030500962,1.09025984864228,"All contacts"
"4","sigma0_part","sigma0_part",7.26178031690347,6.71863387504049,7.87570624094333,1.98262502148851,0.00204693622163882,0.0403887968063323,1.02083704147261,"All contacts"
"5","sigma0_rd","sigma0_rd",1.36608686518702,1.09336402384728,3.28637294522146,0.31195035003968,0.0197438764980251,0.327097245721266,1.01030131884198,"All contacts"
"6","B_tri[1]","shared_freq",4.01851235494353,3.61777696979153,4.48604182672255,1.39091177318216,0.000745426063571891,0.0550710900220303,0.99943755628144,"Extra-household contacts"
"7","sigma0_loc","sigma0_loc",1.4796645272613,1.18312249584002,1.88781054116945,0.391815391312932,0.00538997485981979,0.118198015751268,1.0076983390587,"Extra-household contacts"
"8","sigma0_hh","sigma0_hh",1.99562243157083,1.44117380680492,2.75825808387434,0.69095599745612,0.0288036879326615,0.166014942445585,1.15112971999292,"Extra-household contacts"
"9","sigma0_part","sigma0_part",12.5552046113504,10.6978968836044,14.9083203075523,2.5301352896771,0.00585615071174544,0.0846475163376495,1.02206792094055,"Extra-household contacts"
"10","sigma0_rd","sigma0_rd",2.95076906685826,1.35807281082268,67.6418067410416,1.08206583700514,0.0805347464433344,1.10570081093015,1.01612151758725,"Extra-household contacts"
