"","name","name_long","Estimate","CI_low","CI_high","mean","se_mean","sd","Rhat","Contact_type"
"1","B_tri[1]","dur_cat_10",0.123537723099935,0.118074115638296,0.129285314757025,-2.09120871935262,0.000345270763656022,0.0238727673262395,1.00160359247728,"All contacts"
"2","B_tri[2]","dur_cat_10_59",0.35382520777951,0.338290655011448,0.370367221144142,-1.03895225112434,0.000325828376671862,0.0231353961197776,0.999669791520998,"All contacts"
"3","sigma0_loc","sigma0_loc",1.76827293567381,1.51408037432857,2.14085002443601,0.570003327681911,0.00248791633531424,0.0877686664144021,1.00283987906945,"All contacts"
"4","sigma0_hh","sigma0_hh",1.4841594516895,1.1113559661191,1.87555283801182,0.394848586203272,0.075141559938987,0.154109466827958,1.95831438390501,"All contacts"
"5","sigma0_part","sigma0_part",7.22494016941758,6.6509894844629,7.8720782695836,1.97753895291474,0.0111501136810427,0.0433009831668289,1.15090399964729,"All contacts"
"6","sigma0_rd","sigma0_rd",1.4170919029878,1.11646735622562,3.21980578610548,0.34860681604209,0.0166549577252776,0.311987378671921,1.01052107041577,"All contacts"
"7","B_tri[1]","dur_cat_10",0.251041258981194,0.223780633961587,0.281329165039175,-1.38213797494787,0.000883455756774735,0.0570209261579784,0.999525647789542,"Extra-household contacts"
"8","B_tri[2]","dur_cat_10_59",0.501659934607855,0.446002362362399,0.563230275246422,-0.689832809943646,0.00090889683588682,0.0588213512479513,1.00005166674138,"Extra-household contacts"
"9","sigma0_loc","sigma0_loc",1.59540053413886,1.2573610904154,2.04338752071041,0.467124823294172,0.0048513946395175,0.120416014466186,1.00723521996477,"Extra-household contacts"
"10","sigma0_hh","sigma0_hh",1.62682863057407,1.1961917357022,2.44383493220159,0.486632494216249,0.0952972722126603,0.207743182038735,1.57990769528948,"Extra-household contacts"
"11","sigma0_part","sigma0_part",14.1493698103319,11.9186272493091,16.8014799122432,2.64967008672517,0.00785434218686649,0.087718831885892,1.03725000331799,"Extra-household contacts"
"12","sigma0_rd","sigma0_rd",3.31050430084764,1.46618468774354,44.6569740147594,1.19710053453541,0.0442189833688105,0.987581788688543,1.00618947916046,"Extra-household contacts"
