"","name","name_long","Estimate","CI_low","CI_high","mean","se_mean","sd","Rhat","Contact_type"
"1","B_part[1]","PART_MALE",0.697358100138152,0.594324528744579,0.815088122868507,-0.360456226645623,0.00239159979922991,0.0811727963076867,1.00086036108455,"All contacts"
"2","sigma0_loc","sigma0_loc",1.79443860946776,1.54462172295232,2.17185910115529,0.584692220637368,0.00195769414713189,0.0876735052143624,1.00025477045496,"All contacts"
"3","sigma0_hh","sigma0_hh",1.75446872114383,1.46112684358924,2.06247766742952,0.562166088093005,0.0134970115972652,0.089705852439909,1.0647696529087,"All contacts"
"4","sigma0_part","sigma0_part",7.47956309649352,6.90195777654616,8.10133984083322,2.01217438072079,0.00244769519954278,0.0408291777108257,1.0118436591092,"All contacts"
"5","sigma0_rd","sigma0_rd",1.34299896760222,1.09722655754552,2.59116632011333,0.29490514881573,0.012768700875015,0.298905539152079,1.0071764609966,"All contacts"
"6","B_part[1]","PART_MALE",0.683940001681301,0.520952905958548,0.909725882857644,-0.379885082047138,0.004481181538249,0.143630315200058,1.00302751465963,"Extra-household contacts"
"7","sigma0_loc","sigma0_loc",1.63300133581847,1.29999477545992,2.09701950789638,0.490419632002979,0.00436732758261384,0.11967632330618,1.00592340086895,"Extra-household contacts"
"8","sigma0_hh","sigma0_hh",1.81110317765351,1.27544389972534,2.6214743628201,0.593936150030193,0.0831551852819066,0.206434912245005,1.41123280459858,"Extra-household contacts"
"9","sigma0_part","sigma0_part",14.0926021981866,11.8491677181393,16.7312141541137,2.64564999290306,0.00862617636588021,0.0883091065669515,1.04522957300776,"Extra-household contacts"
"10","sigma0_rd","sigma0_rd",3.01819461510233,1.41099983735488,34.4096926668341,1.10465884305863,0.0508111343116942,0.951852059013703,1.02401775764489,"Extra-household contacts"
