"","name","name_long","Estimate","CI_low","CI_high","mean","se_mean","sd","Rhat","Contact_type"
"1","B_hh[1]","log_ninetile_hh",0.564205124519568,0.47104940826458,0.682435892435456,-0.572337397648739,0.00573902011856136,0.0948765578955021,1.01335510289026,"All contacts"
"2","sigma0_loc","sigma0_loc",1.32133359175367,1.14220507443266,1.53366566771196,0.278641523375044,0.00316450247215579,0.0740552752072468,1.00456906669465,"All contacts"
"3","sigma0_hh","sigma0_hh",1.79648275568932,1.47134222840165,2.16490554172135,0.585830728688361,0.0117795089687466,0.093350542677972,1.06746641957999,"All contacts"
"4","sigma0_part","sigma0_part",7.54131780963559,6.95893008690665,8.20410471631108,2.02039694256209,0.00250688484498966,0.0420829585873907,1.01661453946399,"All contacts"
"5","sigma0_rd","sigma0_rd",1.33377908739195,1.10144403945978,2.33858427291024,0.288016332124756,0.00522935521840315,0.234145488913148,1.00012621743374,"All contacts"
"6","B_hh[1]","log_ninetile_hh",0.676290751737375,0.522817270456476,0.903590042888203,-0.391132189287919,0.00765955553124149,0.139240396231692,1.00739727813331,"Extra-household contacts"
"7","sigma0_loc","sigma0_loc",1.30775037364448,1.07760386353938,1.70067036575463,0.268308388984068,0.0132429443164625,0.126413949052027,1.03691284804144,"Extra-household contacts"
"8","sigma0_hh","sigma0_hh",1.70601246869315,1.12117685000879,2.62649996556392,0.534158757772647,0.0806407004618718,0.262242824012,1.74164812085144,"Extra-household contacts"
"9","sigma0_part","sigma0_part",13.9908065679505,11.7837843055412,16.5732747475348,2.63840044019281,0.0101860683234721,0.0881592838392242,1.06512066316768,"Extra-household contacts"
"10","sigma0_rd","sigma0_rd",3.58015727134658,1.51303083637187,48.9191187710545,1.27540672999143,0.0481752450771493,0.929715091771834,1.01269841340404,"Extra-household contacts"
