"","name","name_long","Estimate","CI_low","CI_high","mean","se_mean","sd","Rhat","Contact_type"
"1","B_tri[1]","loc_cat_school",0.0104536158806686,0.00912886478314275,0.0118663669585694,-4.56080734313264,0.00122599386285227,0.0681897210094619,0.999251435511385,"All contacts"
"2","B_tri[2]","loc_cat_work",0.00913120371305789,0.00854208364061325,0.00975570829648568,-4.69605775154775,0.000576711897231651,0.0345664687567535,0.999714267189313,"All contacts"
"3","B_tri[3]","loc_cat_other",0.0652204852234119,0.0615893189708894,0.0690372416976779,-2.72998166885392,0.000472550496442433,0.0297461194663834,1.00058212058692,"All contacts"
"4","B_tri[4]","loc_cat_home",0.998989057918338,0.94753556755089,1.05541580823159,-0.00101145342826536,0.000415142727395435,0.0273264546063506,1.00010682887882,"All contacts"
"5","sigma0_loc","sigma0_loc",1.74199659644009,1.51159970890182,2.10037314297629,0.555031924605262,0.00201347528649118,0.0837137007043185,1.0025709510492,"All contacts"
"6","sigma0_hh","sigma0_hh",1.52010522612148,1.23503274283706,1.84904750702597,0.418779560173559,0.021468630345571,0.104232877839759,1.22610696405327,"All contacts"
"7","sigma0_part","sigma0_part",6.2272581238914,5.75998733776955,6.71747863169423,1.82893612739853,0.00322078294365512,0.0388664428096909,1.03684388159845,"All contacts"
"8","sigma0_rd","sigma0_rd",2.23874959513138,1.2482310385446,26.0042885604523,0.80591749354693,0.073640805454361,0.832896481008932,1.02637579433318,"All contacts"
"9","B_tri[1]","loc_cat_school",0.164761534478834,0.122878798691901,0.224752444720759,-1.80325609603912,0.00318528396324675,0.15519840753243,1.00140674278827,"Extra-household contacts"
"10","B_tri[2]","loc_cat_work",0.0753161526780073,0.0651581894353876,0.0869182095814015,-2.58606065618437,0.00112138460922175,0.0734394484721517,0.999266459586316,"Extra-household contacts"
"11","B_tri[3]","loc_cat_other",0.184390509737831,0.161826568354031,0.209048831084115,-1.69069943481403,0.00112394053217626,0.066312688833876,0.999587160812368,"Extra-household contacts"
"12","sigma0_loc","sigma0_loc",1.69785417238387,1.36758225913784,2.16268101765433,0.529365202212786,0.00378754939073958,0.116476820069845,1.00193113421754,"Extra-household contacts"
"13","sigma0_hh","sigma0_hh",1.80089157233681,1.32433046324077,2.51201928388477,0.588281860237565,0.0342650385504663,0.167988898619955,1.21830858889678,"Extra-household contacts"
"14","sigma0_part","sigma0_part",12.2722144499211,10.4720685342183,14.5484948159212,2.50733771920503,0.00566785675589129,0.084337902548431,1.02625317443283,"Extra-household contacts"
"15","sigma0_rd","sigma0_rd",3.78931995660375,1.53180366103001,110.036572579792,1.33218657201941,0.0931322472850942,1.1170774560734,1.02467397495481,"Extra-household contacts"
